FIR_ID,Police_Division,Police_Station,Date_of_FIR_Filing,Criminal_Act,Criminal_Activity,Locality,Investigating_Officer,Case_Solved,Criminal_Act_Applied,Victim_Gender,Victim_Count_Female,Victim_Count_Male,Convicted_Count,Convicted_Count_Male,Convicted_Count_Female,Modus_Operandi,FIR_Description,Formatted
4611DD02,Swargate Division,Bibvewadi Police Station,2023-04-26,Extortion,Individual,Dhankawadi,Mahesh Pawar,No,Extortion,Male,0,1,1,1,0,Cyber extortion,"Extortion by Cyber extortion in Dhankawadi on 2023-04-26, 1 victim",Extortion Cyber extortion Dhankawadi
5FD2EFD4,Sinhagad-Road Division,Narhe Police Station,2025-06-13,Assault,Gang,Narhegaon,Sunil Deshmukh,Yes,Assault,Other,0,3,0,0,0,Street fight,"Assault by Street fight in Narhegaon on 2025-06-13, 3 victims",Assault Street fight Narhegaon
59FE4EEB,Pune Division,Kalyani Nagar Police Station,2025-05-03,Human Trafficking,Individual,Viman Nagar,Anjali Kulkarni,Yes,Human Trafficking,Female,3,1,0,0,0,Bonded labor,"Human Trafficking by Bonded labor in Viman Nagar on 2025-05-03, 4 victims",Human Trafficking Bonded labor Viman Nagar
A5FA4D1A,Pune Division,Kalyani Nagar Police Station,2023-04-18,Robbery,Gang,Viman Nagar,Prashant Jadhav,Yes,Robbery,Other,1,0,0,0,0,Snatching,"Robbery by Snatching in Viman Nagar on 2023-04-18, 1 victim",Robbery Snatching Viman Nagar
A6FDA1FD,Sinhagad-Road Division,Sinhagad Road Police Station,2024-03-16,Drug Trafficking,Individual,Anandnagar,Rajesh Patil,No,Drug Trafficking,Other,0,1,0,0,0,Courier parcels,"Drug Trafficking by Courier parcels in Anandnagar on 2024-03-16, 1 victim",Drug Trafficking Courier parcels Anandnagar
66AD9169,Sinhagad-Road Division,Sinhagad Road Police Station,2023-09-13,Extortion,Individual,Hingne,Mahesh Pawar,Yes,Extortion,Female,0,1,0,0,0,Blackmail,"Extortion by Blackmail in Hingne on 2023-09-13, 1 victim",Extortion Blackmail Hingne
C84B5BDC,Sinhagad-Road Division,Sinhagad Road Police Station,2025-03-25,Domestic Abuse,Individual,Manik Baug,Rajesh Patil,No,Domestic Abuse,Male,3,3,1,1,0,Physical beating,"Domestic Abuse by Physical beating in Manik Baug on 2025-03-25, 6 victims",Domestic Abuse Physical beating Manik Baug
DF4A9054,Pune Division,Camp Police Station,2024-06-19,Homicide,Individual,Laxmi Road,Neha Bhosale,No,Homicide,Female,3,2,5,2,3,Gunshot,"Homicide by Gunshot in Laxmi Road on 2024-06-19, 5 victims",Homicide Gunshot Laxmi Road
71789625,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-06-26,Extortion,Individual,Shivajinagar,Nitin Kadam,Yes,Extortion,Other,3,2,1,0,1,Kidnapping threats,"Extortion by Kidnapping threats in Shivajinagar on 2024-06-26, 5 victims",Extortion Kidnapping threats Shivajinagar
B2E2DC93,Swargate Division,Bibvewadi Police Station,2022-12-08,Extortion,Gang,Parwati,Anjali Kulkarni,No,Extortion,Female,2,1,2,1,1,Cyber extortion,"Extortion by Cyber extortion in Parwati on 2022-12-08, 3 victims",Extortion Cyber extortion Parwati
D55FFC8C,Pune Division,Kalyani Nagar Police Station,2023-05-06,Drug Trafficking,Gang,Kalyani Nagar,Mahesh Pawar,No,Drug Trafficking,Male,3,2,2,0,2,Air smuggling,"Drug Trafficking by Air smuggling in Kalyani Nagar on 2023-05-06, 5 victims",Drug Trafficking Air smuggling Kalyani Nagar
954C06C4,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-12-29,Murder,Gang,Shivajinagar,Nitin Kadam,No,Murder,Other,1,1,1,0,1,Knife attack,"Murder by Knife attack in Shivajinagar on 2023-12-29, 2 victims",Murder Knife attack Shivajinagar
B8892EF3,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-04-26,Smuggling,Gang,JM Road,Vaishali Chavan,Yes,Smuggling,Other,3,1,3,2,1,Hidden in vehicles,"Smuggling by Hidden in vehicles in JM Road on 2023-04-26, 4 victims",Smuggling Hidden vehicles in JM Road
B248B19B,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-07-24,Extortion,Gang,Shivajinagar,Vaishali Chavan,Yes,Extortion,Other,3,0,1,0,1,Business coercion,"Extortion by Business coercion in Shivajinagar on 2023-07-24, 3 victims",Extortion Business coercion Shivajinagar
AD781229,Pune Division,Camp Police Station,2025-06-18,Drug Trafficking,Gang,Laxmi Road,Sneha Shinde,No,Drug Trafficking,Female,0,1,0,0,0,Hidden compartments,"Drug Trafficking by Hidden compartments in Laxmi Road on 2025-06-18, 1 victim",Drug Trafficking Hidden compartments Laxmi Road
2F588300,Vishrambaug and Deccan Division,Shivajinagar Police Station,2025-03-16,Assault,Gang,Shivajinagar,Prashant Jadhav,No,Assault,Male,3,2,5,1,4,Street fight,"Assault by Street fight in Shivajinagar on 2025-03-16, 5 victims",Assault Street fight Shivajinagar
33B0C9D7,Vishrambaug and Deccan Division,Kothrud Police Station,2024-11-09,Human Trafficking,Individual,Vanaz,Swati Joshi,No,Human Trafficking,Male,0,0,0,0,0,Forced marriage,"Human Trafficking by Forced marriage in Vanaz on 2024-11-09, 0 victims",Human Trafficking Forced marriage Vanaz
2850CD24,Pune Division,Kalyani Nagar Police Station,2025-07-13,Human Trafficking,Individual,Kalyani Nagar,Mahesh Pawar,Yes,Human Trafficking,Male,0,3,2,0,2,Bonded labor,"Human Trafficking by Bonded labor in Kalyani Nagar on 2025-07-13, 3 victims",Human Trafficking Bonded labor Kalyani Nagar
183EF5A1,Pune Division,Kalyani Nagar Police Station,2025-03-01,Murder,Gang,Koregaon Park,Vaishali Chavan,Yes,Murder,Other,0,1,0,0,0,Firearm,"Murder by Firearm in Koregaon Park on 2025-03-01, 1 victim",Murder Firearm Koregaon Park
EE1B2BB4,Sinhagad-Road Division,Sinhagad Road Police Station,2023-10-28,Homicide,Gang,Manik Baug,Neha Bhosale,No,Homicide,Female,2,0,0,0,0,Poisoning,"Homicide by Poisoning in Manik Baug on 2023-10-28, 2 victims",Homicide Poisoning Manik Baug
18600531,Swargate Division,Market Yard Police Station,2023-04-15,Extortion,Gang,Magarpatta,Anjali Kulkarni,No,Extortion,Other,3,3,1,1,0,Kidnapping threats,"Extortion by Kidnapping threats in Magarpatta on 2023-04-15, 6 victims",Extortion Kidnapping threats Magarpatta
F66B1A03,Swargate Division,Market Yard Police Station,2023-04-01,Sexual Harassment,Individual,Bhekrai Nagar,Sandeep Gaikwad,No,Sexual Harassment,Female,0,1,0,0,0,Stalking,"Sexual Harassment by Stalking in Bhekrai Nagar on 2023-04-01, 1 victim",Sexual Harassment Stalking Bhekrai Nagar
106167F5,Vishrambaug and Deccan Division,Kothrud Police Station,2024-10-31,Burglary,Individual,Ideal Colony,Sandeep Gaikwad,No,Burglary,Male,2,3,3,0,3,Window entry,"Burglary by Window entry in Ideal Colony on 2024-10-31, 5 victims",Burglary Window entry Ideal Colony
ADAFB308,Pune Division,Camp Police Station,2024-09-08,Robbery,Individual,Shaniwar Wada,Sneha Shinde,Yes,Robbery,Male,3,3,5,4,1,ATM theft,"Robbery by ATM theft in Shaniwar Wada on 2024-09-08, 6 victims",Robbery ATM theft Shaniwar Wada
5AB7218C,Pune Division,Camp Police Station,2023-11-06,Fraud,Individual,Laxmi Road,Rajesh Patil,No,Fraud,Female,0,0,0,0,0,Fake documents,"Fraud by Fake documents in Laxmi Road on 2023-11-06, 0 victims",Fraud Fake documents Laxmi Road
5A5EC23C,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-03-05,Sexual Harassment,Individual,Shivane,Sneha Shinde,Yes,Sexual Harassment,Female,0,1,1,1,0,Workplace misconduct,"Sexual Harassment by Workplace misconduct in Shivane on 2023-03-05, 1 victim",Sexual Harassment Workplace misconduct Shivane
2CA339EC,Sinhagad-Road Division,Sinhagad Road Police Station,2025-04-02,Kidnapping,Individual,Hingne,Swati Joshi,No,Kidnapping,Other,0,2,1,1,0,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Hingne on 2025-04-02, 2 victims",Kidnapping Abduction vehicle in Hingne
17B08A17,Sinhagad-Road Division,Sinhagad Road Police Station,2023-08-20,Cyber Crime,Gang,Anandnagar,Mahesh Pawar,No,Cyber Crime,Male,0,0,0,0,0,Identity theft,"Cyber Crime by Identity theft in Anandnagar on 2023-08-20, 0 victims",Cyber Crime Identity theft Anandnagar
F579DB4F,Vishrambaug and Deccan Division,Kothrud Police Station,2025-07-14,Cyber Crime,Gang,Karve Nagar,Nitin Kadam,No,Cyber Crime,Female,0,1,0,0,0,Ransomware,"Cyber Crime by Ransomware in Karve Nagar on 2025-07-14, 1 victim",Cyber Crime Ransomware Karve Nagar
FF97DD7A,Sinhagad-Road Division,Narhe Police Station,2023-01-17,Burglary,Individual,Mokarwadi,Sunil Deshmukh,Yes,Burglary,Male,3,0,2,0,2,Inside job,"Burglary by Inside job in Mokarwadi on 2023-01-17, 3 victims",Burglary Inside job Mokarwadi
AA48EFA2,Sinhagad-Road Division,Narhe Police Station,2024-11-20,Domestic Abuse,Gang,Ambegaon Budruk,Prashant Jadhav,Yes,Domestic Abuse,Other,0,1,1,1,0,Neglect,"Domestic Abuse by Neglect in Ambegaon Budruk on 2024-11-20, 1 victim",Domestic Abuse Neglect Ambegaon Budruk
0DC433EB,Sinhagad-Road Division,Narhe Police Station,2024-06-07,Extortion,Gang,Mokarwadi,Mahesh Pawar,No,Extortion,Other,2,3,3,2,1,Kidnapping threats,"Extortion by Kidnapping threats in Mokarwadi on 2024-06-07, 5 victims",Extortion Kidnapping threats Mokarwadi
2C95469E,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-01-18,Assault,Gang,JM Road,Sneha Shinde,Yes,Assault,Other,0,0,0,0,0,Political rally violence,"Assault by Political rally violence in JM Road on 2024-01-18, 0 victims",Assault Political rally violence JM Road
D6C45519,Vishrambaug and Deccan Division,Kothrud Police Station,2025-02-19,Human Trafficking,Individual,Vanaz,Sneha Shinde,No,Human Trafficking,Other,3,1,2,2,0,Job fraud,"Human Trafficking by Job fraud in Vanaz on 2025-02-19, 4 victims",Human Trafficking Job fraud Vanaz
F0E9F2C1,Pune Division,Camp Police Station,2024-12-31,Cyber Crime,Gang,Laxmi Road,Vaishali Chavan,No,Cyber Crime,Female,3,2,2,1,1,Hacking,"Cyber Crime by Hacking in Laxmi Road on 2024-12-31, 5 victims",Cyber Crime Hacking Laxmi Road
785B2EFE,Swargate Division,Bibvewadi Police Station,2025-04-14,Homicide,Gang,Katraj,Sandeep Gaikwad,Yes,Homicide,Other,3,3,1,0,1,Strangulation,"Homicide by Strangulation in Katraj on 2025-04-14, 6 victims",Homicide Strangulation Katraj
BDEB2090,Sinhagad-Road Division,Sinhagad Road Police Station,2023-12-24,Extortion,Gang,Hingne,Sunil Deshmukh,No,Extortion,Other,0,0,0,0,0,Threat calls,"Extortion by Threat calls in Hingne on 2023-12-24, 0 victims",Extortion Threat calls Hingne
DE6E3445,Pune Division,Kalyani Nagar Police Station,2023-02-09,Fraud,Individual,Kalyani Nagar,Rajesh Patil,Yes,Fraud,Other,0,1,1,0,1,Ponzi schemes,"Fraud by Ponzi schemes in Kalyani Nagar on 2023-02-09, 1 victim",Fraud Ponzi schemes Kalyani Nagar
30438C57,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-11-14,Human Trafficking,Gang,Warje,Prashant Jadhav,No,Human Trafficking,Female,2,3,4,4,0,Bonded labor,"Human Trafficking by Bonded labor in Warje on 2024-11-14, 5 victims",Human Trafficking Bonded labor Warje
1392F9BC,Pune Division,Kalyani Nagar Police Station,2024-12-21,Robbery,Individual,Kalyani Nagar,Sunil Deshmukh,Yes,Robbery,Other,0,0,0,0,0,Snatching,"Robbery by Snatching in Kalyani Nagar on 2024-12-21, 0 victims",Robbery Snatching Kalyani Nagar
029A24E8,Sinhagad-Road Division,Narhe Police Station,2024-01-06,Illegal Arms Possession,Individual,Narhegaon,Mahesh Pawar,No,Illegal Arms Possession,Male,0,1,0,0,0,Homemade arms,"Illegal Arms Possession by Homemade arms in Narhegaon on 2024-01-06, 1 victim",Illegal Arms Possession Homemade arms Narhegaon
DB0DFD08,Sinhagad-Road Division,Sinhagad Road Police Station,2023-03-10,Cyber Crime,Gang,Hingne,Anjali Kulkarni,Yes,Cyber Crime,Other,1,1,2,1,1,Hacking,"Cyber Crime by Hacking in Hingne on 2023-03-10, 2 victims",Cyber Crime Hacking Hingne
6DE2EF55,Pune Division,Camp Police Station,2022-12-20,Illegal Arms Possession,Individual,Laxmi Road,Prashant Jadhav,Yes,Illegal Arms Possession,Other,1,0,1,1,0,Hidden cache,"Illegal Arms Possession by Hidden cache in Laxmi Road on 2022-12-20, 1 victim",Illegal Arms Possession Hidden cache Laxmi Road
A7783C4D,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-03-25,Robbery,Gang,Warje,Swati Joshi,No,Robbery,Female,1,3,0,0,0,Snatching,"Robbery by Snatching in Warje on 2025-03-25, 4 victims",Robbery Snatching Warje
929BC2B3,Swargate Division,Bharati Vidyapeeth Police Station,2025-02-08,Human Trafficking,Gang,Ambegaon Khurd,Anjali Kulkarni,No,Human Trafficking,Other,3,1,2,1,1,Bonded labor,"Human Trafficking by Bonded labor in Ambegaon Khurd on 2025-02-08, 4 victims",Human Trafficking Bonded labor Ambegaon Khurd
A0F23913,Swargate Division,Bibvewadi Police Station,2024-08-09,Domestic Abuse,Individual,Katraj,Anjali Kulkarni,Yes,Domestic Abuse,Female,2,2,3,0,3,Financial control,"Domestic Abuse by Financial control in Katraj on 2024-08-09, 4 victims",Domestic Abuse Financial control Katraj
4A5CC950,Sinhagad-Road Division,Narhe Police Station,2023-04-29,Homicide,Individual,Narhegaon,Vaishali Chavan,Yes,Homicide,Other,3,0,1,0,1,Hit-and-run,"Homicide by Hit-and-run in Narhegaon on 2023-04-29, 3 victims",Homicide Hit-and-run Narhegaon
32D39085,Sinhagad-Road Division,Narhe Police Station,2024-09-17,Domestic Abuse,Gang,Mokarwadi,Sneha Shinde,No,Domestic Abuse,Other,1,0,0,0,0,Neglect,"Domestic Abuse by Neglect in Mokarwadi on 2024-09-17, 1 victim",Domestic Abuse Neglect Mokarwadi
E7D98C7B,Sinhagad-Road Division,Sinhagad Road Police Station,2023-09-25,Murder,Gang,Hingne,Anjali Kulkarni,Yes,Murder,Female,1,1,2,0,2,Premeditated assault,"Murder by Premeditated assault in Hingne on 2023-09-25, 2 victims",Murder Premeditated assault Hingne
DEAF43A1,Pune Division,Camp Police Station,2024-10-28,Fraud,Individual,Laxmi Road,Vaishali Chavan,Yes,Fraud,Male,3,2,5,0,5,Bank scam,"Fraud by Bank scam in Laxmi Road on 2024-10-28, 5 victims",Fraud Bank scam Laxmi Road
D8268AE8,Sinhagad-Road Division,Nanded City Police Station,2024-12-24,Assault,Individual,Khadakwasla,Mahesh Pawar,No,Assault,Other,1,2,3,3,0,Bar fight,"Assault by Bar fight in Khadakwasla on 2024-12-24, 3 victims",Assault Bar fight Khadakwasla
E24B12D9,Swargate Division,Market Yard Police Station,2025-08-04,Illegal Arms Possession,Individual,Hadapsar,Vaishali Chavan,Yes,Illegal Arms Possession,Female,1,3,1,1,0,Black market purchase,"Illegal Arms Possession by Black market purchase in Hadapsar on 2025-08-04, 4 victims",Illegal Arms Possession Black market purchase Hadapsar
0D4A74E8,Swargate Division,Bharati Vidyapeeth Police Station,2024-03-04,Murder,Individual,Bharati Vidyapeeth,Sunil Deshmukh,No,Murder,Other,3,2,5,2,3,Premeditated assault,"Murder by Premeditated assault in Bharati Vidyapeeth on 2024-03-04, 5 victims",Murder Premeditated assault Bharati Vidyapeeth
2A50B8DE,Sinhagad-Road Division,Sinhagad Road Police Station,2025-03-21,Kidnapping,Gang,Hingne,Sunil Deshmukh,No,Kidnapping,Female,3,0,1,1,0,Online enticement,"Kidnapping by Online enticement in Hingne on 2025-03-21, 3 victims",Kidnapping Online enticement Hingne
3E74535D,Swargate Division,Bibvewadi Police Station,2025-08-15,Domestic Abuse,Gang,Katraj,Neha Bhosale,No,Domestic Abuse,Female,0,1,1,1,0,Verbal threats,"Domestic Abuse by Verbal threats in Katraj on 2025-08-15, 1 victim",Domestic Abuse Verbal threats Katraj
3AD02E22,Swargate Division,Market Yard Police Station,2023-01-23,Human Trafficking,Gang,Magarpatta,Prashant Jadhav,Yes,Human Trafficking,Other,0,0,0,0,0,Child trafficking,"Human Trafficking by Child trafficking in Magarpatta on 2023-01-23, 0 victims",Human Trafficking Child trafficking Magarpatta
9C423A0D,Sinhagad-Road Division,Narhe Police Station,2024-02-28,Homicide,Gang,Ambegaon Budruk,Nitin Kadam,No,Homicide,Male,3,0,0,0,0,Hit-and-run,"Homicide by Hit-and-run in Ambegaon Budruk on 2024-02-28, 3 victims",Homicide Hit-and-run Ambegaon Budruk
BC74A024,Pune Division,Camp Police Station,2024-01-05,Kidnapping,Gang,Shaniwar Wada,Neha Bhosale,No,Kidnapping,Other,3,3,2,2,0,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Shaniwar Wada on 2024-01-05, 6 victims",Kidnapping Abduction vehicle in Shaniwar Wada
765259D8,Sinhagad-Road Division,Sinhagad Road Police Station,2025-06-04,Cyber Crime,Gang,Manik Baug,Rajesh Patil,Yes,Cyber Crime,Other,0,1,1,1,0,Phishing,"Cyber Crime by Phishing in Manik Baug on 2025-06-04, 1 victim",Cyber Crime Phishing Manik Baug
C53B44EA,Swargate Division,Bharati Vidyapeeth Police Station,2024-03-29,Illegal Arms Possession,Individual,Ambegaon Khurd,Anjali Kulkarni,Yes,Illegal Arms Possession,Female,1,3,2,2,0,Black market purchase,"Illegal Arms Possession by Black market purchase in Ambegaon Khurd on 2024-03-29, 4 victims",Illegal Arms Possession Black market purchase Ambegaon Khurd
077684FE,Swargate Division,Bibvewadi Police Station,2024-03-07,Human Trafficking,Individual,Parwati,Ramesh More,Yes,Human Trafficking,Male,3,1,4,1,3,Sex trafficking,"Human Trafficking by Sex trafficking in Parwati on 2024-03-07, 4 victims",Human Trafficking Sex trafficking Parwati
34DA8B3E,Vishrambaug and Deccan Division,Kothrud Police Station,2023-03-30,Illegal Arms Possession,Gang,Paud Road,Sunil Deshmukh,No,Illegal Arms Possession,Other,2,2,2,2,0,Unlicensed firearm,"Illegal Arms Possession by Unlicensed firearm in Paud Road on 2023-03-30, 4 victims",Illegal Arms Possession Unlicensed firearm Paud Road
641AFF17,Pune Division,Camp Police Station,2023-12-04,Burglary,Individual,Laxmi Road,Neha Bhosale,No,Burglary,Other,3,3,1,0,1,Impersonating delivery,"Burglary by Impersonating delivery in Laxmi Road on 2023-12-04, 6 victims",Burglary Impersonating delivery Laxmi Road
D98AED3E,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-05-08,Human Trafficking,Individual,FC Road,Nitin Kadam,No,Human Trafficking,Other,1,0,0,0,0,Forced marriage,"Human Trafficking by Forced marriage in FC Road on 2024-05-08, 1 victim",Human Trafficking Forced marriage FC Road
F675E3DD,Sinhagad-Road Division,Nanded City Police Station,2025-03-28,Murder,Individual,Kirkatwadi,Ramesh More,No,Murder,Female,3,2,5,3,2,Gang violence,"Murder by Gang violence in Kirkatwadi on 2025-03-28, 5 victims",Murder Gang violence Kirkatwadi
A48258F0,Pune Division,Camp Police Station,2025-06-21,Domestic Abuse,Individual,Laxmi Road,Prashant Jadhav,No,Domestic Abuse,Other,0,2,2,0,2,Emotional abuse,"Domestic Abuse by Emotional abuse in Laxmi Road on 2025-06-21, 2 victims",Domestic Abuse Emotional abuse Laxmi Road
2FA39667,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-09-13,Illegal Arms Possession,Individual,Shivajinagar,Mahesh Pawar,Yes,Illegal Arms Possession,Female,2,1,3,2,1,Black market purchase,"Illegal Arms Possession by Black market purchase in Shivajinagar on 2024-09-13, 3 victims",Illegal Arms Possession Black market purchase Shivajinagar
CB232D0B,Sinhagad-Road Division,Narhe Police Station,2024-07-12,Kidnapping,Individual,Narhegaon,Sunil Deshmukh,Yes,Kidnapping,Female,3,2,0,0,0,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Narhegaon on 2024-07-12, 5 victims",Kidnapping Abduction vehicle in Narhegaon
00FF7A25,Sinhagad-Road Division,Nanded City Police Station,2025-01-21,Cyber Crime,Gang,Kirkatwadi,Anjali Kulkarni,Yes,Cyber Crime,Other,1,0,0,0,0,Hacking,"Cyber Crime by Hacking in Kirkatwadi on 2025-01-21, 1 victim",Cyber Crime Hacking Kirkatwadi
D95B36BE,Pune Division,Camp Police Station,2023-05-07,Domestic Abuse,Individual,Camp,Mahesh Pawar,No,Domestic Abuse,Male,3,0,3,0,3,Verbal threats,"Domestic Abuse by Verbal threats in Camp on 2023-05-07, 3 victims",Domestic Abuse Verbal threats Camp
827A3E7E,Swargate Division,Market Yard Police Station,2023-09-04,Homicide,Individual,KK Market,Sunil Deshmukh,No,Homicide,Other,1,3,4,1,3,Stabbing,"Homicide by Stabbing in KK Market on 2023-09-04, 4 victims",Homicide Stabbing KK Market
0FAEBE8D,Pune Division,Kalyani Nagar Police Station,2025-04-27,Burglary,Gang,Viman Nagar,Prashant Jadhav,No,Burglary,Other,1,0,1,1,0,Window entry,"Burglary by Window entry in Viman Nagar on 2025-04-27, 1 victim",Burglary Window entry Viman Nagar
C850FA9C,Swargate Division,Bibvewadi Police Station,2025-08-09,Drug Trafficking,Individual,Parwati,Rajesh Patil,Yes,Drug Trafficking,Female,3,0,3,3,0,Sea route,"Drug Trafficking by Sea route in Parwati on 2025-08-09, 3 victims",Drug Trafficking Sea route Parwati
FF0B297D,Sinhagad-Road Division,Sinhagad Road Police Station,2025-05-28,Human Trafficking,Individual,Hingne,Prashant Jadhav,Yes,Human Trafficking,Other,1,3,1,1,0,Bonded labor,"Human Trafficking by Bonded labor in Hingne on 2025-05-28, 4 victims",Human Trafficking Bonded labor Hingne
9BBA66FD,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-06-11,Extortion,Individual,Shivane,Rajesh Patil,Yes,Extortion,Male,3,0,1,0,1,Threat calls,"Extortion by Threat calls in Shivane on 2024-06-11, 3 victims",Extortion Threat calls Shivane
E3FCC898,Pune Division,Kalyani Nagar Police Station,2025-05-03,Domestic Abuse,Gang,Koregaon Park,Sandeep Gaikwad,Yes,Domestic Abuse,Other,1,0,0,0,0,Neglect,"Domestic Abuse by Neglect in Koregaon Park on 2025-05-03, 1 victim",Domestic Abuse Neglect Koregaon Park
122B53F2,Sinhagad-Road Division,Sinhagad Road Police Station,2023-12-02,Robbery,Gang,Hingne,Anjali Kulkarni,Yes,Robbery,Female,1,1,1,0,1,Armed robbery,"Robbery by Armed robbery in Hingne on 2023-12-02, 2 victims",Robbery Armed robbery Hingne
B1B165EF,Pune Division,Kalyani Nagar Police Station,2024-01-25,Drug Trafficking,Gang,Kalyani Nagar,Rajesh Patil,Yes,Drug Trafficking,Other,3,1,2,0,2,Hidden compartments,"Drug Trafficking by Hidden compartments in Kalyani Nagar on 2024-01-25, 4 victims",Drug Trafficking Hidden compartments Kalyani Nagar
7C95E211,Sinhagad-Road Division,Nanded City Police Station,2023-02-19,Kidnapping,Gang,Khadakwasla,Rajesh Patil,Yes,Kidnapping,Male,3,1,4,4,0,Threatening with weapon,"Kidnapping by Threatening with weapon in Khadakwasla on 2023-02-19, 4 victims",Kidnapping Threatening with weapon Khadakwasla
B874C676,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-11-20,Sexual Harassment,Gang,Shivajinagar,Anjali Kulkarni,No,Sexual Harassment,Other,3,0,0,0,0,Online harassment,"Sexual Harassment by Online harassment in Shivajinagar on 2024-11-20, 3 victims",Sexual Harassment Online harassment Shivajinagar
946B2D5F,Swargate Division,Market Yard Police Station,2024-01-31,Sexual Harassment,Gang,Magarpatta,Ramesh More,No,Sexual Harassment,Male,3,2,4,3,1,Workplace misconduct,"Sexual Harassment by Workplace misconduct in Magarpatta on 2024-01-31, 5 victims",Sexual Harassment Workplace misconduct Magarpatta
54160FA7,Sinhagad-Road Division,Sinhagad Road Police Station,2024-08-21,Cyber Crime,Individual,Manik Baug,Sunil Deshmukh,Yes,Cyber Crime,Female,2,2,1,1,0,Hacking,"Cyber Crime by Hacking in Manik Baug on 2024-08-21, 4 victims",Cyber Crime Hacking Manik Baug
E8324821,Sinhagad-Road Division,Sinhagad Road Police Station,2023-09-15,Domestic Abuse,Gang,Anandnagar,Ramesh More,Yes,Domestic Abuse,Female,1,1,2,2,0,Physical beating,"Domestic Abuse by Physical beating in Anandnagar on 2023-09-15, 2 victims",Domestic Abuse Physical beating Anandnagar
9CF78861,Pune Division,Kalyani Nagar Police Station,2025-01-02,Robbery,Individual,Koregaon Park,Mahesh Pawar,Yes,Robbery,Other,2,1,2,0,2,Armed robbery,"Robbery by Armed robbery in Koregaon Park on 2025-01-02, 3 victims",Robbery Armed robbery Koregaon Park
BC5F3E22,Sinhagad-Road Division,Sinhagad Road Police Station,2023-02-07,Homicide,Individual,Manik Baug,Rajesh Patil,Yes,Homicide,Other,1,1,2,0,2,Stabbing,"Homicide by Stabbing in Manik Baug on 2023-02-07, 2 victims",Homicide Stabbing Manik Baug
3C7DB0FB,Sinhagad-Road Division,Nanded City Police Station,2023-10-19,Assault,Gang,Dhayari,Mahesh Pawar,No,Assault,Other,2,2,2,2,0,Street fight,"Assault by Street fight in Dhayari on 2023-10-19, 4 victims",Assault Street fight Dhayari
0086021A,Swargate Division,Bharati Vidyapeeth Police Station,2023-01-23,Illegal Arms Possession,Individual,Ambegaon Khurd,Sneha Shinde,No,Illegal Arms Possession,Male,0,1,0,0,0,Homemade arms,"Illegal Arms Possession by Homemade arms in Ambegaon Khurd on 2023-01-23, 1 victim",Illegal Arms Possession Homemade arms Ambegaon Khurd
322401A7,Pune Division,Camp Police Station,2023-07-25,Murder,Gang,Shaniwar Wada,Anjali Kulkarni,Yes,Murder,Female,0,3,3,1,2,Knife attack,"Murder by Knife attack in Shaniwar Wada on 2023-07-25, 3 victims",Murder Knife attack Shaniwar Wada
4044AAF6,Vishrambaug and Deccan Division,Kothrud Police Station,2025-02-05,Extortion,Gang,Ideal Colony,Sandeep Gaikwad,No,Extortion,Male,3,3,2,2,0,Cyber extortion,"Extortion by Cyber extortion in Ideal Colony on 2025-02-05, 6 victims",Extortion Cyber extortion Ideal Colony
B7A90D5A,Pune Division,Kalyani Nagar Police Station,2024-10-13,Domestic Abuse,Individual,Viman Nagar,Sneha Shinde,Yes,Domestic Abuse,Male,2,2,2,2,0,Financial control,"Domestic Abuse by Financial control in Viman Nagar on 2024-10-13, 4 victims",Domestic Abuse Financial control Viman Nagar
9BD8C3D4,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-03-18,Kidnapping,Individual,JM Road,Nitin Kadam,No,Kidnapping,Other,0,0,0,0,0,Threatening with weapon,"Kidnapping by Threatening with weapon in JM Road on 2024-03-18, 0 victims",Kidnapping Threatening with weapon JM Road
F0DDD405,Pune Division,Kalyani Nagar Police Station,2023-12-22,Fraud,Individual,Viman Nagar,Sneha Shinde,Yes,Fraud,Female,0,1,0,0,0,Bank scam,"Fraud by Bank scam in Viman Nagar on 2023-12-22, 1 victim",Fraud Bank scam Viman Nagar
01C42105,Swargate Division,Market Yard Police Station,2025-04-23,Domestic Abuse,Individual,Magarpatta,Swati Joshi,No,Domestic Abuse,Female,2,2,1,0,1,Financial control,"Domestic Abuse by Financial control in Magarpatta on 2025-04-23, 4 victims",Domestic Abuse Financial control Magarpatta
